Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12
11,Coffee_Cheesecake,Coffee_Cheesecake.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Coffee_Cheesecake.jpg,11,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
12,Traditional_Eggs_Benedict,Traditional_Eggs_Benedict.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Traditional_Eggs_Benedict.jpg,12,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
13,Chicken_Salad_and_Fruit_Plate,Chicken_Salad_and_Fruit_Plate.jpg,Zoes_Kitchen/Chicken_Salad_and_Fruit_Plate.jpg,13,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
14,Fried_Potato_Hash,Fried_Potato_Hash.jpg,The_Farmhouse/Fried_Potato_Hash.jpg,14,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
15,Smoked_Jackfruit_Sandwich,Smoked_Jackfruit_Sandwich.jpg,Char_Bar/Smoked_Jackfruit_Sandwich.jpg,15,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
16,Pancake,Pancake.jpg,Chubby_s/Pancake.jpg,16,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
17,Beef_Popover,Beef_Popover.jpg,Andre_s_Confiserie_Suisse/Beef_Popover.jpg,17,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
18,Chicken_and_Mushroom_Vol_au_Vent,Chicken_and_Mushroom_Vol_au_Vent.jpg,Andre_s_Confiserie_Suisse/Chicken_and_Mushroom_Vol_au_Vent.jpg,18,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
19,Chocolate_Pecan_Torte,Chocolate_Pecan_Torte.jpg,Andre_s_Confiserie_Suisse/Chocolate_Pecan_Torte.jpg,19,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
20,Gruyere_Grilled_Cheese,Gruyere_Grilled_Cheese.jpg,Andre_s_Confiserie_Suisse/Gruyere_Grilled_Cheese.jpg,20,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
21,Mixed_Green_Salad,Mixed_Green_Salad.jpg,Andre_s_Confiserie_Suisse/Mixed_Green_Salad.jpg,21,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
22,Rum_Cake,Rum_Cake.jpg,Andre_s_Confiserie_Suisse/Rum_Cake.jpg,22,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
23,Seasonal_Fruit,Seasonal_Fruit.jpg,Andre_s_Confiserie_Suisse/Seasonal_Fruit.jpg,23,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
24,Stracciatella,Stracciatella.jpg,Andre_s_Confiserie_Suisse/Stracciatella.jpg,24,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
25,Torte,Torte.jpg,Andre_s_Confiserie_Suisse/Torte.jpg,25,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
26,Tuna_Salad_with_Assorted_Salads,Tuna_Salad_with_Assorted_Salads.jpg,Andre_s_Confiserie_Suisse/Tuna_Salad_with_Assorted_Salads.jpg,26,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
27,Various_Macaroons,Various_Macaroons.jpg,Andre_s_Confiserie_Suisse/Various_Macaroons.jpg,27,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
28,Stockyard_Fries,Stockyard_Fries.jpg,Beer_Kitchen/Stockyard_Fries.jpg,28,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
29,Almond_Croissant,Almond_Croissant.jpg,Bloom_Baking_Company/Almond_Croissant.jpg,29,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
30,Cherry_Danish,Cherry_Danish.jpg,Bloom_Baking_Company/Cherry_Danish.jpg,30,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
31,Chocolate_Vanilla_Cucpake,Chocolate_Vanilla_Cucpake.jpg,Bloom_Baking_Company/Chocolate_Vanilla_Cucpake.jpg,31,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
32,Cinnamon_roll,Cinnamon_roll.jpg,Bloom_Baking_Company/Cinnamon_roll.jpg,32,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
33,Double_Chocolate_Cupcake,Double_Chocolate_Cupcake.jpg,Bloom_Baking_Company/Double_Chocolate_Cupcake.jpg,33,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
34,Flourless_Chocolate_Tort,Flourless_Chocolate_Tort.jpg,Bloom_Baking_Company/Flourless_Chocolate_Tort.jpg,34,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
35,French_Apple_Tart,French_Apple_Tart.jpg,Bloom_Baking_Company/French_Apple_Tart.jpg,35,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
36,Fruit_Filled_Cupcake,Fruit_Filled_Cupcake.jpg,Bloom_Baking_Company/Fruit_Filled_Cupcake.jpg,36,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
37,Lemon_Bar,Lemon_Bar.jpg,Bloom_Baking_Company/Lemon_Bar.jpg,37,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
38,Macaron,Macaron.jpg,Bloom_Baking_Company/Macaron.jpg,38,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
39,Reuben_Sandwich,Reuben_Sandwich.jpg,Bloom_Baking_Company/Reuben_Sandwich.jpg,39,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
40,Reuben_Sandwich,Reuben_Sandwich1.jpg,Bloom_Baking_Company/Reuben_Sandwich1.jpg,40,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
41,Strawberry_tart,Strawberry_tart.jpg,Bloom_Baking_Company/Strawberry_tart.jpg,41,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
42,Various_Macarons,Various_Macarons.jpg,Bloom_Baking_Company/Various_Macarons.jpg,42,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
43,Various_Macarons,Various_Macarons1.jpg,Bloom_Baking_Company/Various_Macarons1.jpg,43,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
44,Various_Macarons,Various_Macarons2.jpg,Bloom_Baking_Company/Various_Macarons2.jpg,44,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
45,Various_Macarons,Various_Macarons3.jpg,Bloom_Baking_Company/Various_Macarons3.jpg,45,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
46,Cashew_Chicken,Cashew_Chicken.jpg,Bo_Ling_s_Plaza/Cashew_Chicken.jpg,46,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
47,Crab_Rangoon,Crab_Rangoon.jpg,Bo_Ling_s_Plaza/Crab_Rangoon.jpg,47,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
48,Egg_Drop_Soup,Egg_Drop_Soup.jpg,Bo_Ling_s_Plaza/Egg_Drop_Soup.jpg,48,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
49,Fried_Pineapple_Fried_Rice,Fried_Pineapple_Fried_Rice.jpg,Bo_Ling_s_Plaza/Fried_Pineapple_Fried_Rice.jpg,49,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
50,Gong_Bao_Chicken,Gong_Bao_Chicken.jpg,Bo_Ling_s_Plaza/Gong_Bao_Chicken.jpg,50,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
51,Homestyle_Chive_Dumplings,Homestyle_Chive_Dumplings.jpg,Bo_Ling_s_Plaza/Homestyle_Chive_Dumplings.jpg,51,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
52,Honey_Walnut_Chicken,Honey_Walnut_Chicken.jpg,Bo_Ling_s_Plaza/Honey_Walnut_Chicken.jpg,52,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
53,Meat_Dumplings,Meat_Dumplings.jpg,Bo_Ling_s_Plaza/Meat_Dumplings.jpg,53,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
54,Pad_Thai_Noodles_With_Shrimp,Pad_Thai_Noodles_With_Shrimp.jpg,Bo_Ling_s_Plaza/Pad_Thai_Noodles_With_Shrimp.jpg,54,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
55,Rainbow_Roll,Rainbow_Roll.jpg,Bo_Ling_s_Plaza/Rainbow_Roll.jpg,55,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
56,Shrimp_Wonton_Soup,Shrimp_Wonton_Soup.jpg,Bo_Ling_s_Plaza/Shrimp_Wonton_Soup.jpg,56,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
57,Sichuan_Ma_Po_Tofu,Sichuan_Ma_Po_Tofu.jpg,Bo_Ling_s_Plaza/Sichuan_Ma_Po_Tofu.jpg,57,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
58,Sichuan_Pork_Dumplings,Sichuan_Pork_Dumplings.jpg,Bo_Ling_s_Plaza/Sichuan_Pork_Dumplings.jpg,58,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
59,Spicy_Mongolian_Beef,Spicy_Mongolian_Beef.jpg,Bo_Ling_s_Plaza/Spicy_Mongolian_Beef.jpg,59,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
60,Spinach_with_Garlic,Spinach_with_Garlic.jpg,Bo_Ling_s_Plaza/Spinach_with_Garlic.jpg,60,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
61,Sweet_and_Sour_Chicken,Sweet_and_Sour_Chicken.jpg,Bo_Ling_s_Plaza/Sweet_and_Sour_Chicken.jpg,61,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
62,Tea_Smoke_Duck,Tea_Smoke_Duck.jpg,Bo_Ling_s_Plaza/Tea_Smoke_Duck.jpg,62,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
63,Tofu_In_Black_Bean_Sauce,Tofu_In_Black_Bean_Sauce.jpg,Bo_Ling_s_Plaza/Tofu_In_Black_Bean_Sauce.jpg,63,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
64,Vietnamese_Style_Spring_Rolls,Vietnamese_Style_Spring_Rolls.jpg,Bo_Ling_s_Plaza/Vietnamese_Style_Spring_Rolls.jpg,64,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
65,Yeung_Chow_Fried_Rice,Yeung_Chow_Fried_Rice.jpg,Bo_Ling_s_Plaza/Yeung_Chow_Fried_Rice.jpg,65,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
66,Beef_Carppacio,Beef_Carppacio.jpg,Brio_Tuscan_Grille/Beef_Carppacio.jpg,66,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
67,Margherita_Flatbread,Margherita_Flatbread.jpg,Brio_Tuscan_Grille/Margherita_Flatbread.jpg,67,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
68,Pasta_Alfredo,Pasta_Alfredo.jpg,Brio_Tuscan_Grille/Pasta_Alfredo.jpg,68,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
69,Pulled_Pork_Nachos,Pulled_Pork_Nachos.jpg,Brio_Tuscan_Grille/Pulled_Pork_Nachos.jpg,69,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
70,Roasted_Garlic_Spinach_and_Artichoke_Dip,Roasted_Garlic_Spinach_and_Artichoke_Dip.jpg,Brio_Tuscan_Grille/Roasted_Garlic_Spinach_and_Artichoke_Dip.jpg,70,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
71,Spicy_Shrimp_and_Eggplant,Spicy_Shrimp_and_Eggplant.jpg,Brio_Tuscan_Grille/Spicy_Shrimp_and_Eggplant.jpg,71,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
72,Tomato_and_Mozzarella_Salad,Tomato_and_Mozzarella_Salad.jpg,Brio_Tuscan_Grille/Tomato_and_Mozzarella_Salad.jpg,72,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
73,Torta_di_Cioccolata,Torta_di_Cioccolata.jpg,Brio_Tuscan_Grille/Torta_di_Cioccolata.jpg,73,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
74,Vegetable_Omelette,Vegetable_Omelette.jpg,Brio_Tuscan_Grille/Vegetable_Omelette.jpg,74,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
75,BPC_s_Chicken_Tenders,BPC_s_chicken_tenders.jpg,Brookside_Poultry_Company/BPC_s_chicken_tenders.jpg,75,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
76,Mozzarella_Caprese,Mozzarella_Caprese.jpg,Buca_di_Beppo/Mozzarella_Caprese.jpg,76,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
77,Penne_San_Remo,Penne_San_Remo.jpg,Buca_di_Beppo/Penne_San_Remo.jpg,77,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
78,Shrimp_Florentine,Shrimp_Florentine.jpg,Buca_di_Beppo/Shrimp_Florentine.jpg,78,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
79,Shrimp_Florentine,Shrimp_Florentine1.jpg,Buca_di_Beppo/Shrimp_Florentine1.jpg,79,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
80,Shrimp_Florentine,Shrimp_Florentine2.jpg,Buca_di_Beppo/Shrimp_Florentine2.jpg,80,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
81,Spaghetti_with_Meatballs,Spaghetti_with_Meatballs.jpg,Buca_di_Beppo/Spaghetti_with_Meatballs.jpg,81,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
82,Spicy_Chicken_Rigatoni,Spicy_Chicken_Rigatoni.jpg,Buca_di_Beppo/Spicy_Chicken_Rigatoni.jpg,82,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
83,Chicken_Salad,Chicken_Salad.jpg,Cafe_Sebastienne/Chicken_Salad.jpg,83,"4420 Warwick Blvd, Kansas City, MO 64111",64111,Cafe_Sebastienne,0,8165617740,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
84,Fried_Green_Tomato_And_Shrimp_Salad,Fried_Green_Tomato_And_Shrimp_Salad.jpg,Cafe_Sebastienne/Fried_Green_Tomato_And_Shrimp_Salad.jpg,84,"4420 Warwick Blvd, Kansas City, MO 64111",64111,Cafe_Sebastienne,0,8165617740,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
85,Banana_Cheesecake,Banana_Cheesecake.jpg,Cafe_Trio/Banana_Cheesecake.jpg,85,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
86,Caramel_Cheesecake,Caramel_Cheesecake.jpg,Cafe_Trio/Caramel_Cheesecake.jpg,86,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
87,Bourbon_Peach_Crisp,Bourbon_Peach_Crisp.jpg,Char_Bar/Bourbon_Peach_Crisp.jpg,87,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
88,Grilled_Pimento_Cheese,Grilled_Pimento_Cheese.jpg,Char_Bar/Grilled_Pimento_Cheese.jpg,88,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
89,Pick_3_Meats,Pick_3_Meats.jpg,Char_Bar/Pick_3_Meats.jpg,89,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
90,Velvet_Elvis,Velvet_Elvis.jpg,Char_Bar/Velvet_Elvis.jpg,90,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
91,Almond_Chicken,Almond_Chicken.jpg,China_Feast/Almond_Chicken.jpg,91,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
92,Chicken_Fried_Rice,Chicken_Fried_Rice.jpg,China_Feast/Chicken_Fried_Rice.jpg,92,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
93,Chicken_Lo_Mein,Chicken_Lo_Mein.jpg,China_Feast/Chicken_Lo_Mein.jpg,93,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
94,Combo_Fried_Rice,Combo_Fried_Rice.jpg,China_Feast/Combo_Fried_Rice.jpg,94,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,0,0,0,Dessert,French,Dessert,sweet ,,,,,,,,,,,
